1,-1,1126.10,319.90,79.20,244.40,0.2360,-1,-1,-1
1,-1,715.90,204.20,174.00,522.70,1.0000,-1,-1,-1
1,-1,1163.90,147.10,319.10,818.30,1.0000,-1,-1,-1
1,-1,939.00,222.60,139.70,435.70,1.0000,-1,-1,-1
1,-1,599.50,308.10,113.30,263.20,1.0000,-1,-1,-1
1,-1,556.70,314.70,65.90,205.40,0.9890,-1,-1,-1
2,0,727.30,204.80,167.70,520.80,1.0000,-1,-1,-1
2,1,1169.70,149.40,325.90,830.50,1.0000,-1,-1,-1
2,2,946.70,220.50,137.90,438.80,1.0000,-1,-1,-1
2,3,600.50,302.10,113.70,272.50,1.0000,-1,-1,-1
2,4,565.10,314.20,65.50,205.40,0.9330,-1,-1,-1
2,-1,1129.90,320.90,87.60,241.70,0.4460,-1,-1,-1
3,0,731.40,196.60,174.60,529.90,1.0000,-1,-1,-1
3,1,1179.60,143.90,321.10,817.00,1.0000,-1,-1,-1
3,2,954.70,223.00,138.90,441.60,1.0000,-1,-1,-1
3,3,606.40,301.80,111.20,273.10,1.0000,-1,-1,-1
3,4,575.30,313.10,58.70,208.60,0.4950,-1,-1,-1
3,-1,1142.20,321.90,77.30,243.20,0.2880,-1,-1,-1
4,0,742.90,204.30,168.50,534.00,1.0000,-1,-1,-1
4,1,1193.50,141.50,317.40,845.20,1.0000,-1,-1,-1
4,2,960.80,220.60,142.70,439.90,1.0000,-1,-1,-1
4,3,609.40,300.90,112.80,273.40,1.0000,-1,-1,-1
4,-1,1066.50,305.00,80.50,257.00,0.0680,-1,-1,-1
5,0,747.60,206.30,168.80,519.00,1.0000,-1,-1,-1
5,1,1189.70,143.50,321.20,834.90,1.0000,-1,-1,-1
5,2,967.40,216.20,137.00,444.00,1.0000,-1,-1,-1
5,3,616.10,296.00,110.50,277.80,1.0000,-1,-1,-1
6,0,753.70,206.00,173.70,526.70,1.0000,-1,-1,-1
6,1,1194.20,143.00,322.70,829.20,1.0000,-1,-1,-1
6,2,973.10,214.40,137.70,450.30,1.0000,-1,-1,-1
6,3,619.80,297.30,112.50,276.90,1.0000,-1,-1,-1
6,-1,1082.40,300.70,89.20,255.70,0.8540,-1,-1,-1
7,0,762.80,203.70,168.90,527.00,1.0000,-1,-1,-1
7,1,1198.80,139.90,325.50,822.30,1.0000,-1,-1,-1
7,2,985.00,215.40,133.60,453.50,1.0000,-1,-1,-1
7,3,625.10,291.40,112.20,283.00,1.0000,-1,-1,-1
7,5,1087.40,305.20,99.30,248.60,0.9640,-1,-1,-1
7,-1,919.00,291.60,64.90,239.50,0.1070,-1,-1,-1
8,0,765.10,199.20,176.10,529.70,1.0000,-1,-1,-1
8,1,1200.30,135.20,331.60,821.00,1.0000,-1,-1,-1
8,2,987.90,214.80,139.40,456.90,1.0000,-1,-1,-1
8,3,631.00,289.40,108.10,283.80,1.0000,-1,-1,-1
8,5,1097.30,299.80,93.50,256.90,0.9840,-1,-1,-1
9,0,769.70,200.70,179.80,524.00,1.0000,-1,-1,-1
9,1,1204.70,129.10,332.20,833.90,1.0000,-1,-1,-1
9,2,993.70,211.10,139.30,455.30,1.0000,-1,-1,-1
9,3,633.40,287.70,105.30,284.20,1.0000,-1,-1,-1
9,5,1104.00,300.90,94.20,253.50,0.9970,-1,-1,-1
9,-1,929.10,287.70,72.30,241.10,0.1090,-1,-1,-1
10,0,776.00,203.50,173.00,516.50,1.0000,-1,-1,-1
10,1,1194.10,131.10,356.70,834.40,1.0000,-1,-1,-1
10,2,991.60,207.90,142.30,462.80,1.0000,-1,-1,-1
10,3,632.00,286.60,109.10,286.90,1.0000,-1,-1,-1
10,5,1106.00,295.80,92.10,261.10,0.9980,-1,-1,-1
11,0,781.60,197.60,167.00,512.40,1.0000,-1,-1,-1
11,1,1209.00,126.40,348.50,842.10,1.0000,-1,-1,-1
11,2,994.60,213.50,139.60,446.60,1.0000,-1,-1,-1
11,3,635.70,286.70,104.90,287.20,1.0000,-1,-1,-1
11,5,1106.90,292.10,94.70,266.60,0.9990,-1,-1,-1
12,0,780.90,201.10,167.30,517.50,1.0000,-1,-1,-1
12,1,1204.30,117.50,353.40,855.50,1.0000,-1,-1,-1
12,2,991.90,207.50,145.70,459.30,1.0000,-1,-1,-1
12,3,634.40,280.80,105.30,298.80,1.0000,-1,-1,-1
12,5,1106.80,292.60,93.70,265.10,0.9980,-1,-1,-1
12,-1,948.90,275.80,70.00,252.50,0.0550,-1,-1,-1
13,0,773.00,190.90,172.30,519.60,1.0000,-1,-1,-1
13,1,1207.00,107.80,349.40,859.80,1.0000,-1,-1,-1
