1,-1,1680.00,522.70,87.90,197.60,1.0000,-1,-1,-1
1,-1,1395.00,367.70,132.60,358.20,1.0000,-1,-1,-1
1,-1,1167.30,312.90,183.40,486.80,1.0000,-1,-1,-1
1,-1,979.00,335.60,188.60,522.60,1.0000,-1,-1,-1
1,-1,1544.60,415.60,91.00,293.80,1.0000,-1,-1,-1
1,-1,1828.60,423.10,90.70,213.30,1.0000,-1,-1,-1
1,-1,820.80,359.30,199.90,480.40,0.9990,-1,-1,-1
2,0,1684.70,523.70,88.40,197.10,1.0000,-1,-1,-1
2,1,1397.90,368.80,134.20,356.80,1.0000,-1,-1,-1
2,2,1173.90,316.50,186.30,484.80,1.0000,-1,-1,-1
2,3,989.80,322.90,187.10,528.50,1.0000,-1,-1,-1
2,4,1545.10,416.50,93.90,286.60,1.0000,-1,-1,-1
2,5,1830.60,421.60,88.90,215.00,1.0000,-1,-1,-1
2,6,829.80,345.50,196.80,494.40,0.9990,-1,-1,-1
3,0,1686.30,523.70,93.20,198.60,1.0000,-1,-1,-1
3,1,1406.10,373.00,130.90,347.20,1.0000,-1,-1,-1
3,2,1186.10,319.90,184.40,479.80,1.0000,-1,-1,-1
3,3,984.50,332.00,200.40,523.60,1.0000,-1,-1,-1
3,4,1549.50,418.90,92.40,287.50,1.0000,-1,-1,-1
3,5,1834.00,423.30,87.00,212.40,1.0000,-1,-1,-1
3,6,835.90,357.50,192.40,480.30,0.9990,-1,-1,-1
4,0,1691.60,525.00,93.20,198.20,1.0000,-1,-1,-1
4,1,1407.20,374.50,134.60,347.90,1.0000,-1,-1,-1
4,2,1195.40,325.40,179.60,466.30,1.0000,-1,-1,-1
4,3,1006.40,331.30,209.50,518.00,1.0000,-1,-1,-1
4,4,1549.50,416.70,92.20,288.80,1.0000,-1,-1,-1
4,5,1837.70,424.60,83.30,214.50,1.0000,-1,-1,-1
4,6,857.30,354.10,180.90,496.90,1.0000,-1,-1,-1
5,0,1695.00,527.70,92.80,195.40,1.0000,-1,-1,-1
5,1,1414.30,376.10,132.80,344.50,1.0000,-1,-1,-1
5,2,1199.60,326.00,178.80,467.20,1.0000,-1,-1,-1
5,3,1016.80,334.20,213.20,516.60,1.0000,-1,-1,-1
5,4,1547.90,420.60,92.70,278.10,1.0000,-1,-1,-1
5,5,1839.20,420.30,81.80,222.10,1.0000,-1,-1,-1
5,6,872.40,353.50,179.50,473.90,0.9990,-1,-1,-1
6,0,1701.60,528.90,93.00,198.30,1.0000,-1,-1,-1
6,1,1418.80,380.40,127.70,341.50,1.0000,-1,-1,-1
6,2,1206.30,322.40,173.80,468.40,1.0000,-1,-1,-1
6,3,1029.70,336.00,221.20,509.20,1.0000,-1,-1,-1
6,4,1548.10,423.90,92.70,280.80,1.0000,-1,-1,-1
6,5,1843.60,427.50,77.40,212.00,1.0000,-1,-1,-1
6,6,881.30,354.00,168.50,469.60,1.0000,-1,-1,-1
7,0,1705.60,530.60,93.10,197.00,1.0000,-1,-1,-1
7,1,1422.00,381.30,125.70,338.70,1.0000,-1,-1,-1
7,2,1207.10,320.10,173.10,463.00,1.0000,-1,-1,-1
7,3,1035.40,340.70,217.50,503.80,1.0000,-1,-1,-1
7,4,1549.10,423.60,93.00,282.40,1.0000,-1,-1,-1
7,5,1846.00,426.90,75.00,212.50,1.0000,-1,-1,-1
7,6,895.90,351.40,163.10,470.60,0.9990,-1,-1,-1
8,0,1709.20,530.60,93.50,194.40,1.0000,-1,-1,-1
8,1,1423.90,379.60,126.20,336.90,1.0000,-1,-1,-1
8,2,1218.80,320.80,171.00,465.60,1.0000,-1,-1,-1
8,3,1042.60,341.60,222.10,492.70,1.0000,-1,-1,-1
8,4,1547.20,419.00,94.20,285.40,1.0000,-1,-1,-1
8,5,1847.40,420.50,73.60,216.40,0.9990,-1,-1,-1
8,6,910.70,348.10,158.30,469.10,1.0000,-1,-1,-1
9,0,1710.30,525.00,102.50,197.80,1.0000,-1,-1,-1
9,1,1429.70,374.50,117.50,341.70,1.0000,-1,-1,-1
9,2,1225.50,320.40,176.50,463.90,1.0000,-1,-1,-1
9,3,1053.30,337.40,224.30,506.50,1.0000,-1,-1,-1
9,4,1550.20,424.50,97.50,282.00,1.0000,-1,-1,-1
9,5,1845.20,418.60,75.80,216.80,1.0000,-1,-1,-1
9,6,925.60,344.50,163.40,483.20,0.9990,-1,-1,-1
10,0,1713.20,526.40,107.90,198.10,1.0000,-1,-1,-1
10,1,1435.20,371.40,110.30,342.90,1.0000,-1,-1,-1
10,2,1231.40,316.10,182.30,468.60,1.0000,-1,-1,-1
10,3,1075.50,334.30,209.90,504.40,1.0000,-1,-1,-1
10,4,1552.50,427.20,100.30,283.20,1.0000,-1,-1,-1
10,5,1850.40,423.00,70.60,211.20,0.9990,-1,-1,-1
10,6,934.10,348.30,171.10,471.00,1.0000,-1,-1,-1
11,0,1718.90,529.80,100.70,199.40,1.0000,-1,-1,-1
11,1,1443.30,375.50,108.90,344.60,1.0000,-1,-1,-1
11,2,1236.10,316.00,188.80,466.00,1.0000,-1,-1,-1
11,3,1086.20,339.50,201.20,498.80,1.0000,-1,-1,-1
11,4,1553.90,426.10,103.50,279.60,1.0000,-1,-1,-1
11,5,1852.40,424.70,68.60,212.50,0.9990,-1,-1,-1
