1,-1,358.50,165.50,45.80,156.60,0.5480,-1,-1,-1
1,-1,1048.00,745.80,79.10,247.30,0.1230,-1,-1,-1
1,-1,1047.40,941.50,68.90,139.50,0.0900,-1,-1,-1
1,-1,1221.60,30.60,61.90,119.70,1.0000,-1,-1,-1
1,-1,1486.00,1.00,59.30,142.20,1.0000,-1,-1,-1
1,-1,687.30,206.50,77.50,114.30,1.0000,-1,-1,-1
1,-1,1718.20,458.60,82.20,209.10,1.0000,-1,-1,-1
1,-1,388.70,195.00,61.70,188.10,1.0000,-1,-1,-1
1,-1,1671.60,16.80,52.70,160.90,1.0000,-1,-1,-1
1,-1,994.50,1.40,55.30,116.40,1.0000,-1,-1,-1
1,-1,166.40,319.90,66.40,193.40,1.0000,-1,-1,-1
1,-1,288.40,123.50,53.40,174.20,1.0000,-1,-1,-1
1,-1,783.10,146.00,54.60,174.00,1.0000,-1,-1,-1
1,-1,465.90,119.60,63.30,187.50,1.0000,-1,-1,-1
1,-1,929.30,1.40,56.20,112.10,1.0000,-1,-1,-1
1,-1,882.90,1.80,52.00,114.50,1.0000,-1,-1,-1
1,-1,1607.30,3.30,56.50,170.90,1.0000,-1,-1,-1
1,-1,1764.50,212.90,68.20,174.00,1.0000,-1,-1,-1
1,-1,217.70,134.40,62.40,161.40,1.0000,-1,-1,-1
1,-1,1699.60,305.30,86.50,208.90,1.0000,-1,-1,-1
1,-1,516.80,101.00,58.40,179.60,1.0000,-1,-1,-1
1,-1,818.20,601.00,74.50,259.00,1.0000,-1,-1,-1
1,-1,268.40,823.50,80.50,257.50,1.0000,-1,-1,-1
1,-1,1774.30,650.80,67.20,221.60,1.0000,-1,-1,-1
1,-1,956.90,723.80,120.80,249.20,1.0000,-1,-1,-1
1,-1,449.80,1.60,72.80,169.50,1.0000,-1,-1,-1
1,-1,1576.50,596.40,62.10,241.70,1.0000,-1,-1,-1
1,-1,192.70,789.50,96.00,282.50,1.0000,-1,-1,-1
1,-1,401.50,33.10,47.90,161.20,0.9990,-1,-1,-1
1,-1,749.10,87.80,56.60,169.00,0.9990,-1,-1,-1
1,-1,1594.70,287.70,60.90,200.00,0.9990,-1,-1,-1
1,-1,1868.50,218.90,52.50,205.30,0.9770,-1,-1,-1
2,0,1221.50,30.30,62.30,120.40,1.0000,-1,-1,-1
2,1,1486.10,1.00,58.90,142.60,1.0000,-1,-1,-1
2,2,687.30,206.40,77.40,114.40,1.0000,-1,-1,-1
2,3,1718.70,458.10,82.00,208.70,1.0000,-1,-1,-1
2,4,388.00,198.00,62.50,185.90,1.0000,-1,-1,-1
2,5,1671.30,15.80,52.70,161.20,1.0000,-1,-1,-1
2,6,993.10,1.30,56.00,114.80,1.0000,-1,-1,-1
2,7,167.50,319.40,66.70,193.50,1.0000,-1,-1,-1
2,8,288.00,124.80,53.50,172.60,1.0000,-1,-1,-1
2,9,781.90,145.40,55.40,173.80,1.0000,-1,-1,-1
2,10,465.80,118.50,62.70,189.50,1.0000,-1,-1,-1
2,11,928.70,1.00,56.80,112.50,1.0000,-1,-1,-1
2,12,883.50,1.00,53.40,116.50,1.0000,-1,-1,-1
2,13,1606.80,3.10,57.00,171.80,1.0000,-1,-1,-1
2,14,1765.40,215.10,67.30,169.50,1.0000,-1,-1,-1
2,15,218.40,135.60,60.30,159.70,1.0000,-1,-1,-1
2,16,1701.90,302.60,80.40,212.90,1.0000,-1,-1,-1
2,17,516.20,101.00,58.90,181.00,1.0000,-1,-1,-1
2,18,817.90,600.60,73.70,259.20,1.0000,-1,-1,-1
2,19,268.20,832.50,79.70,248.50,1.0000,-1,-1,-1
2,20,1779.90,654.10,65.70,220.20,1.0000,-1,-1,-1
2,21,958.30,725.60,120.60,252.30,1.0000,-1,-1,-1
2,22,451.10,2.60,70.20,165.80,1.0000,-1,-1,-1
