1,-1,753.60,282.30,27.50,75.80,0.3320,-1,-1,-1
1,-1,685.00,282.80,22.30,75.50,0.2060,-1,-1,-1
1,-1,975.10,279.00,40.10,85.00,0.1320,-1,-1,-1
1,-1,1619.30,203.80,244.30,790.70,1.0000,-1,-1,-1
1,-1,764.00,248.20,92.80,228.30,1.0000,-1,-1,-1
1,-1,1160.90,275.30,64.50,157.90,1.0000,-1,-1,-1
1,-1,936.30,275.80,53.10,136.60,1.0000,-1,-1,-1
1,-1,35.20,285.50,36.00,100.10,1.0000,-1,-1,-1
1,-1,1070.00,261.80,54.40,154.30,1.0000,-1,-1,-1
1,-1,1221.20,269.50,39.40,120.90,1.0000,-1,-1,-1
1,-1,865.80,266.70,57.20,151.70,1.0000,-1,-1,-1
1,-1,545.90,280.80,48.60,119.10,0.9990,-1,-1,-1
1,-1,159.70,254.80,105.80,247.30,0.9990,-1,-1,-1
1,-1,1008.30,285.10,24.30,59.20,0.9950,-1,-1,-1
1,-1,91.20,277.20,54.20,155.10,0.9940,-1,-1,-1
1,-1,721.40,282.40,20.90,66.20,0.8050,-1,-1,-1
2,0,1622.30,214.20,254.50,775.10,1.0000,-1,-1,-1
2,1,764.20,252.40,90.60,224.80,1.0000,-1,-1,-1
2,2,1165.80,277.40,63.10,157.70,1.0000,-1,-1,-1
2,3,941.20,279.20,51.00,132.40,1.0000,-1,-1,-1
2,4,35.20,288.40,36.50,99.90,1.0000,-1,-1,-1
2,5,1074.00,264.80,54.20,153.30,1.0000,-1,-1,-1
2,6,1223.60,270.50,41.40,122.70,1.0000,-1,-1,-1
2,7,868.80,267.30,59.20,155.00,1.0000,-1,-1,-1
2,8,547.60,283.40,48.30,116.90,1.0000,-1,-1,-1
2,9,150.60,257.30,112.90,252.40,1.0000,-1,-1,-1
2,10,1015.30,285.30,22.90,59.60,0.9880,-1,-1,-1
2,11,89.30,280.60,55.20,152.50,0.9980,-1,-1,-1
2,12,729.40,285.90,20.10,65.10,0.9070,-1,-1,-1
2,-1,983.00,283.70,47.80,74.90,0.0590,-1,-1,-1
2,-1,693.20,285.30,21.10,74.70,0.0530,-1,-1,-1
2,-1,750.50,286.70,26.30,70.70,0.8340,-1,-1,-1
3,0,1637.20,209.30,245.50,779.90,1.0000,-1,-1,-1
3,1,761.30,249.60,93.40,232.00,1.0000,-1,-1,-1
3,2,1167.60,276.00,63.20,159.20,1.0000,-1,-1,-1
3,3,944.90,278.90,49.80,133.00,1.0000,-1,-1,-1
3,4,33.00,283.20,35.40,100.30,1.0000,-1,-1,-1
3,5,1075.10,264.40,53.10,152.90,1.0000,-1,-1,-1
3,6,1224.50,270.10,41.30,125.00,1.0000,-1,-1,-1
3,7,870.60,267.00,58.70,155.80,1.0000,-1,-1,-1
3,8,550.50,282.50,47.90,114.70,0.9900,-1,-1,-1
3,9,149.50,255.80,114.20,255.70,1.0000,-1,-1,-1
3,10,1016.20,284.80,22.60,58.70,0.9740,-1,-1,-1
3,11,98.20,273.60,46.20,164.10,0.6800,-1,-1,-1
3,12,732.70,282.60,21.20,67.90,0.8780,-1,-1,-1
3,13,750.80,284.80,27.90,77.80,0.5900,-1,-1,-1
3,-1,991.30,281.50,32.10,69.80,0.4090,-1,-1,-1
4,0,1643.60,235.20,262.00,767.80,1.0000,-1,-1,-1
4,1,762.50,252.00,90.40,234.90,1.0000,-1,-1,-1
4,2,1169.30,279.10,64.70,156.20,1.0000,-1,-1,-1
4,3,946.30,279.40,50.60,132.40,1.0000,-1,-1,-1
4,4,30.00,281.00,38.10,102.00,1.0000,-1,-1,-1
4,5,1078.30,264.30,52.90,156.40,1.0000,-1,-1,-1
4,6,1227.30,272.10,38.80,122.60,1.0000,-1,-1,-1
4,7,871.00,268.40,59.50,155.60,1.0000,-1,-1,-1
4,8,552.10,283.70,47.20,113.40,0.9860,-1,-1,-1
4,9,144.70,256.50,111.40,259.30,1.0000,-1,-1,-1
4,10,1018.60,286.20,24.50,58.90,0.9910,-1,-1,-1
4,12,733.90,285.00,20.90,68.40,0.9040,-1,-1,-1
4,13,748.50,285.00,32.20,93.60,0.1440,-1,-1,-1
5,0,1650.90,236.90,256.40,760.30,1.0000,-1,-1,-1
5,1,758.30,250.70,93.80,237.70,1.0000,-1,-1,-1
5,2,1170.20,279.40,64.20,155.00,1.0000,-1,-1,-1
5,3,946.90,277.90,51.00,136.60,1.0000,-1,-1,-1
5,4,28.80,280.00,36.10,98.90,0.9990,-1,-1,-1
5,5,1078.80,265.40,52.30,156.90,1.0000,-1,-1,-1
5,6,1227.10,273.60,38.30,122.70,1.0000,-1,-1,-1
5,7,872.60,266.70,58.50,157.90,1.0000,-1,-1,-1
5,8,552.00,286.20,48.00,105.50,0.8170,-1,-1,-1
5,9,131.90,254.10,117.60,261.30,1.0000,-1,-1,-1
5,10,1018.60,287.00,23.80,59.10,0.9930,-1,-1,-1
5,12,729.10,283.20,22.00,70.20,0.9210,-1,-1,-1
5,-1,699.50,286.60,20.90,71.10,0.2360,-1,-1,-1
6,0,1660.00,238.10,257.50,770.50,1.0000,-1,-1,-1
6,1,756.50,251.40,92.20,239.30,1.0000,-1,-1,-1
